,0
2142,5.0
2143,1.0
2144,4.0
2145,0.0
2146,5.0
2147,2.0
2148,5.0
2149,4.0
2150,5.0
2151,7.0
2152,9.0
2153,0.0
2154,0.0
2155,0.0
2156,2.0
2157,4.0
2158,0.0
2159,5.0
2160,4.0
2161,5.0
2162,9.0
2163,0.0
2164,7.0
2165,4.0
2166,0.0
2167,4.0
2168,2.0
2169,7.0
2170,3.0
2171,0.0
2172,4.0
2173,0.0
2174,2.0
2175,1.0
2176,3.0
2177,2.0
2178,0.0
2179,2.0
2180,4.0
2181,7.0
2182,7.0
2183,2.0
2184,0.0
2185,8.0
2186,0.0
2187,3.0
2188,9.0
2189,2.0
2190,8.0
2191,4.0
2192,5.0
2193,1.0
2194,0.0
2195,5.0
2196,5.0
2197,2.0
2198,0.0
2199,0.0
2200,0.0
2201,2.0
2202,0.0
2203,9.0
2204,2.0
2205,2.0
2206,0.0
2207,0.0
2208,4.0
2209,4.0
2210,5.0
2211,5.0
2212,2.0
2213,2.0
2214,7.0
2215,4.0
2216,2.0
2217,5.0
2218,3.0
2219,9.0
2220,3.0
2221,3.0
2222,0.0
2223,0.0
2224,9.0
2225,0.0
2226,8.0
2227,5.0
2228,0.0
2229,0.0
2230,3.0
2231,0.0
2232,4.0
2233,5.0
2234,0.0
2235,0.0
2236,8.0
2237,0.0
2238,1.0
2239,7.0
2240,0.0
2241,0.0
2242,5.0
2243,0.0
2244,8.0
2245,0.0
2246,0.0
2247,0.0
2248,5.0
2249,4.0
2250,0.0
2251,4.0
2252,4.0
2253,3.0
2254,6.0
2255,0.0
2256,0.0
2257,0.0
2258,5.0
2259,5.0
2260,0.0
2261,0.0
2262,5.0
2263,7.0
2264,4.0
2265,4.0
2266,9.0
2267,5.0
2268,2.0
2269,0.0
2270,9.0
2271,5.0
2272,9.0
2273,9.0
2274,1.0
2275,0.0
2276,3.0
2277,0.0
2278,2.0
2279,9.0
2280,0.0
2281,0.0
2282,5.0
2283,0.0
2284,8.0
2285,5.0
2286,5.0
2287,2.0
2288,0.0
2289,0.0
2290,8.0
2291,4.0
2292,0.0
2293,7.0
2294,3.0
2295,0.0
2296,8.0
2297,5.0
2298,7.0
2299,9.0
2300,0.0
2301,2.0
2302,5.0
2303,0.0
2304,7.0
2305,8.0
2306,0.0
2307,3.0
2308,8.0
2309,4.0
2310,8.0
2311,5.0
2312,7.0
2313,0.0
2314,2.0
2315,8.0
2316,0.0
2317,9.0
2318,0.0
2319,7.0
2320,2.0
2321,7.0
2322,0.0
2323,4.0
2324,0.0
2325,2.0
2326,0.0
2327,0.0
2328,8.0
2329,9.0
2330,0.0
2331,8.0
2332,4.0
2333,2.0
2334,0.0
2335,4.0
2336,7.0
2337,2.0
2338,7.0
2339,2.0
2340,0.0
2341,0.0
2342,0.0
2343,4.0
2344,3.0
2345,4.0
2346,9.0
2347,3.0
2348,0.0
2349,2.0
2350,7.0
2351,0.0
2352,2.0
2353,0.0
2354,7.0
2355,9.0
2356,8.0
2357,2.0
2358,5.0
2359,9.0
2360,4.0
2361,7.0
2362,7.0
2363,5.0
2364,9.0
2365,5.0
2366,7.0
2367,4.0
2368,0.0
2369,0.0
2370,4.0
2371,0.0
2372,8.0
2373,5.0
2374,7.0
2375,5.0
2376,3.0
2377,2.0
2378,8.0
2379,9.0
2380,0.0
2381,0.0
2382,0.0
2383,9.0
2384,9.0
2385,5.0
2386,4.0
2387,0.0
2388,1.0
2389,2.0
2390,8.0
2391,9.0
2392,7.0
2393,8.0
2394,7.0
2395,0.0
2396,2.0
2397,5.0
2398,5.0
2399,3.0
2400,7.0
2401,0.0
2402,0.0
2403,5.0
2404,8.0
2405,2.0
2406,5.0
2407,2.0
2408,4.0
2409,2.0
2410,7.0
2411,4.0
2412,0.0
2413,2.0
2414,3.0
2415,9.0
2416,2.0
2417,3.0
2418,5.0
2419,7.0
2420,4.0
2421,3.0
2422,9.0
2423,7.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,5.0
2429,9.0
2430,8.0
2431,5.0
2432,2.0
2433,7.0
2434,5.0
2435,0.0
2436,5.0
2437,0.0
2438,0.0
2439,8.0
2440,0.0
2441,8.0
2442,0.0
2443,2.0
2444,3.0
2445,0.0
2446,0.0
2447,0.0
2448,9.0
2449,5.0
2450,3.0
2451,2.0
2452,1.0
2453,0.0
2454,6.0
2455,9.0
2456,8.0
2457,5.0
2458,2.0
2459,5.0
2460,9.0
2461,7.0
2462,2.0
2463,7.0
2464,5.0
2465,0.0
2466,0.0
2467,0.0
2468,4.0
2469,1.0
2470,7.0
2471,9.0
2472,0.0
2473,8.0
2474,9.0
2475,4.0
2476,2.0
2477,2.0
2478,5.0
2479,8.0
2480,3.0
2481,9.0
2482,9.0
2483,1.0
2484,2.0
2485,9.0
2486,3.0
2487,3.0
2488,8.0
2489,8.0
2490,3.0
2491,9.0
2492,8.0
2493,2.0
2494,3.0
2495,1.0
2496,5.0
2497,2.0
2498,0.0
2499,2.0
2500,0.0
2501,0.0
2502,5.0
2503,3.0
2504,3.0
2505,4.0
2506,0.0
2507,7.0
2508,4.0
2509,0.0
2510,0.0
2511,9.0
2512,9.0
2513,0.0
2514,7.0
2515,7.0
2516,0.0
2517,2.0
2518,4.0
2519,4.0
2520,2.0
2521,3.0
2522,2.0
2523,2.0
2524,7.0
2525,9.0
2526,0.0
2527,7.0
2528,9.0
2529,4.0
2530,9.0
2531,0.0
2532,5.0
2533,0.0
2534,8.0
2535,2.0
2536,0.0
2537,0.0
2538,5.0
2539,7.0
2540,3.0
2541,0.0
2542,9.0
2543,0.0
2544,0.0
2545,5.0
2546,4.0
2547,1.0
2548,7.0
2549,5.0
2550,0.0
2551,1.0
2552,0.0
2553,4.0
2554,2.0
2555,7.0
2556,0.0
2557,9.0
2558,2.0
2559,0.0
2560,8.0
2561,9.0
2562,8.0
2563,0.0
2564,9.0
2565,7.0
2566,0.0
2567,2.0
2568,0.0
2569,5.0
2570,0.0
2571,0.0
2572,4.0
2573,3.0
2574,0.0
2575,5.0
2576,9.0
2577,9.0
2578,7.0
2579,7.0
2580,0.0
2581,5.0
2582,9.0
2583,8.0
2584,9.0
2585,7.0
2586,8.0
2587,5.0
2588,0.0
2589,2.0
2590,9.0
2591,9.0
2592,4.0
2593,5.0
2594,4.0
2595,0.0
2596,9.0
2597,3.0
2598,3.0
2599,0.0
2600,0.0
2601,3.0
2602,9.0
2603,0.0
2604,5.0
2605,7.0
2606,2.0
2607,5.0
2608,0.0
2609,2.0
2610,9.0
2611,8.0
2612,4.0
2613,0.0
2614,8.0
2615,2.0
2616,9.0
2617,8.0
2618,0.0
2619,0.0
2620,0.0
2621,8.0
2622,9.0
2623,5.0
2624,9.0
2625,0.0
2626,0.0
2627,4.0
2628,8.0
2629,9.0
2630,3.0
2631,3.0
2632,0.0
2633,7.0
2634,5.0
2635,0.0
2636,0.0
2637,5.0
2638,7.0
2639,9.0
2640,3.0
2641,0.0
2642,5.0
2643,5.0
2644,8.0
2645,8.0
2646,7.0
2647,8.0
2648,3.0
2649,0.0
2650,5.0
2651,0.0
2652,5.0
2653,5.0
2654,9.0
2655,9.0
2656,0.0
2657,8.0
2658,5.0
2659,1.0
2660,9.0
2661,2.0
2662,9.0
2663,3.0
2664,4.0
2665,0.0
2666,0.0
2667,5.0
2668,2.0
2669,8.0
2670,4.0
2671,9.0
2672,8.0
2673,2.0
2674,0.0
2675,8.0
2676,3.0
2677,0.0
2678,0.0
2679,4.0
2680,9.0
2681,2.0
2682,2.0
2683,2.0
2684,5.0
2685,3.0
2686,3.0
2687,8.0
2688,7.0
2689,0.0
2690,4.0
2691,2.0
2692,1.0
2693,0.0
2694,0.0
2695,5.0
2696,0.0
2697,0.0
2698,5.0
2699,0.0
2700,0.0
2701,0.0
2702,3.0
2703,0.0
2704,3.0
2705,5.0
2706,0.0
2707,2.0
2708,5.0
2709,0.0
2710,9.0
2711,9.0
2712,0.0
2713,0.0
2714,8.0
2715,2.0
2716,0.0
2717,5.0
2718,4.0
2719,2.0
2720,0.0
2721,8.0
2722,9.0
2723,8.0
2724,3.0
2725,7.0
2726,8.0
2727,9.0
2728,0.0
2729,7.0
2730,8.0
2731,2.0
2732,3.0
2733,0.0
2734,5.0
2735,0.0
2736,7.0
2737,0.0
2738,0.0
2739,3.0
2740,7.0
2741,4.0
2742,0.0
2743,7.0
2744,3.0
2745,2.0
2746,3.0
2747,0.0
2748,2.0
2749,1.0
2750,1.0
2751,5.0
2752,0.0
2753,2.0
2754,4.0
2755,7.0
2756,5.0
2757,7.0
2758,8.0
2759,0.0
2760,0.0
2761,1.0
2762,2.0
2763,0.0
2764,8.0
2765,9.0
2766,7.0
2767,5.0
2768,0.0
2769,2.0
2770,7.0
2771,4.0
2772,2.0
2773,0.0
2774,2.0
2775,5.0
2776,5.0
2777,4.0
2778,2.0
2779,8.0
2780,4.0
2781,2.0
2782,8.0
2783,0.0
2784,5.0
2785,2.0
2786,5.0
2787,2.0
2788,5.0
2789,2.0
2790,9.0
2791,4.0
2792,7.0
2793,8.0
2794,2.0
2795,5.0
2796,2.0
2797,0.0
2798,0.0
2799,9.0
2800,0.0
2801,4.0
2802,9.0
2803,0.0
2804,8.0
2805,0.0
2806,7.0
2807,7.0
2808,3.0
2809,5.0
2810,5.0
2811,0.0
2812,0.0
2813,2.0
2814,3.0
2815,0.0
2816,9.0
2817,0.0
2818,9.0
2819,3.0
2820,2.0
2821,3.0
2822,9.0
2823,2.0
2824,4.0
2825,0.0
2826,4.0
2827,0.0
2828,0.0
2829,0.0
2830,0.0
2831,8.0
2832,9.0
2833,9.0
2834,3.0
2835,7.0
2836,0.0
2837,0.0
2838,0.0
2839,5.0
2840,0.0
2841,0.0
2842,1.0
2843,7.0
2844,8.0
2845,4.0
2846,4.0
2847,7.0
2848,7.0
2849,3.0
2850,8.0
2851,7.0
2852,9.0
2853,5.0
2854,0.0
2855,0.0
2856,4.0
2857,5.0
2858,0.0
2859,2.0
2860,4.0
2861,0.0
2862,4.0
2863,0.0
2864,3.0
2865,1.0
2866,4.0
2867,0.0
2868,2.0
2869,9.0
2870,7.0
2871,8.0
2872,1.0
2873,0.0
2874,0.0
2875,0.0
2876,4.0
2877,5.0
2878,5.0
2879,8.0
2880,2.0
2881,3.0
2882,9.0
2883,4.0
2884,7.0
2885,9.0
2886,0.0
2887,5.0
2888,0.0
2889,9.0
2890,2.0
2891,9.0
2892,5.0
2893,4.0
2894,4.0
2895,8.0
2896,0.0
2897,2.0
2898,5.0
2899,7.0
2900,0.0
2901,9.0
2902,7.0
2903,9.0
2904,5.0
2905,8.0
2906,0.0
2907,9.0
2908,0.0
2909,2.0
2910,0.0
2911,0.0
2912,9.0
2913,8.0
2914,4.0
2915,0.0
2916,0.0
2917,4.0
2918,5.0
2919,4.0
2920,5.0
2921,8.0
2922,2.0
2923,9.0
2924,4.0
2925,0.0
2926,3.0
2927,0.0
2928,4.0
2929,0.0
2930,3.0
2931,2.0
2932,9.0
2933,0.0
2934,9.0
2935,2.0
2936,0.0
2937,3.0
2938,0.0
2939,5.0
2940,0.0
2941,9.0
2942,0.0
2943,0.0
2944,3.0
2945,5.0
2946,5.0
2947,4.0
2948,5.0
2949,0.0
2950,7.0
2951,0.0
2952,8.0
2953,5.0
2954,9.0
2955,0.0
2956,1.0
2957,7.0
2958,0.0
2959,7.0
2960,5.0
2961,0.0
2962,2.0
2963,4.0
2964,5.0
2965,2.0
2966,9.0
2967,5.0
2968,2.0
2969,0.0
2970,5.0
2971,5.0
2972,8.0
2973,4.0
2974,0.0
2975,2.0
2976,8.0
2977,0.0
2978,5.0
2979,4.0
2980,5.0
2981,7.0
2982,9.0
2983,2.0
2984,4.0
2985,0.0
2986,5.0
2987,3.0
2988,0.0
2989,9.0
2990,1.0
2991,4.0
2992,2.0
2993,0.0
2994,4.0
2995,4.0
2996,8.0
2997,0.0
2998,3.0
2999,5.0
3000,0.0
3001,8.0
3002,8.0
3003,0.0
3004,7.0
3005,3.0
3006,5.0
3007,2.0
3008,2.0
3009,8.0
3010,0.0
3011,0.0
3012,0.0
3013,0.0
3014,5.0
3015,4.0
3016,0.0
3017,2.0
3018,8.0
3019,3.0
3020,8.0
3021,2.0
3022,8.0
3023,0.0
3024,3.0
3025,0.0
3026,8.0
3027,0.0
3028,7.0
3029,7.0
3030,2.0
3031,0.0
3032,7.0
3033,0.0
3034,0.0
3035,1.0
3036,5.0
3037,0.0
3038,5.0
3039,0.0
3040,0.0
3041,0.0
3042,2.0
3043,0.0
3044,9.0
3045,4.0
3046,7.0
3047,7.0
3048,1.0
3049,2.0
3050,5.0
3051,5.0
3052,0.0
3053,0.0
3054,5.0
3055,5.0
3056,3.0
3057,0.0
3058,8.0
3059,5.0
3060,7.0
3061,8.0
3062,9.0
3063,2.0
3064,7.0
3065,5.0
3066,5.0
3067,0.0
3068,0.0
3069,3.0
3070,0.0
3071,5.0
3072,2.0
3073,0.0
3074,2.0
3075,9.0
3076,1.0
3077,4.0
3078,0.0
3079,3.0
3080,8.0
3081,0.0
3082,8.0
3083,9.0
3084,2.0
3085,2.0
3086,8.0
3087,5.0
3088,9.0
3089,7.0
3090,9.0
3091,2.0
3092,7.0
3093,9.0
3094,0.0
3095,4.0
3096,5.0
3097,0.0
3098,0.0
3099,2.0
3100,0.0
3101,3.0
3102,5.0
3103,2.0
3104,0.0
3105,1.0
3106,0.0
3107,0.0
3108,7.0
3109,2.0
3110,2.0
3111,9.0
3112,0.0
3113,8.0
3114,2.0
3115,0.0
3116,2.0
3117,7.0
3118,0.0
3119,9.0
3120,0.0
3121,3.0
3122,8.0
3123,5.0
3124,9.0
3125,8.0
3126,4.0
3127,2.0
3128,0.0
3129,5.0
3130,2.0
3131,0.0
3132,5.0
3133,0.0
3134,7.0
3135,4.0
3136,4.0
3137,4.0
3138,0.0
3139,0.0
3140,8.0
3141,5.0
3142,3.0
3143,5.0
3144,4.0
3145,0.0
3146,5.0
3147,7.0
3148,9.0
3149,2.0
3150,0.0
3151,2.0
3152,3.0
3153,8.0
3154,0.0
3155,0.0
3156,5.0
3157,8.0
3158,3.0
3159,3.0
3160,3.0
3161,9.0
3162,5.0
3163,0.0
3164,5.0
3165,7.0
3166,9.0
3167,0.0
3168,5.0
3169,5.0
3170,9.0
3171,3.0
3172,0.0
3173,0.0
3174,3.0
3175,0.0
3176,4.0
3177,4.0
3178,4.0
3179,4.0
3180,0.0
3181,8.0
3182,5.0
3183,2.0
3184,0.0
3185,0.0
3186,5.0
3187,7.0
3188,9.0
3189,0.0
3190,9.0
3191,0.0
3192,9.0
3193,7.0
3194,4.0
3195,9.0
3196,3.0
3197,5.0
3198,0.0
3199,3.0
3200,8.0
3201,0.0
3202,2.0
3203,0.0
3204,8.0
3205,1.0
3206,0.0
3207,5.0
3208,0.0
3209,9.0
3210,9.0
3211,9.0
3212,0.0
3213,0.0
3214,5.0
3215,0.0
3216,0.0
3217,5.0
3218,0.0
3219,3.0
3220,0.0
3221,3.0
3222,8.0
3223,0.0
3224,9.0
3225,9.0
3226,0.0
3227,0.0
3228,3.0
3229,0.0
3230,9.0
3231,7.0
3232,9.0
3233,0.0
3234,5.0
3235,5.0
3236,7.0
3237,7.0
3238,3.0
3239,8.0
3240,9.0
3241,1.0
3242,0.0
3243,4.0
3244,3.0
3245,0.0
3246,8.0
3247,0.0
3248,8.0
3249,2.0
3250,0.0
3251,5.0
3252,3.0
3253,9.0
3254,0.0
3255,5.0
3256,7.0
3257,0.0
3258,9.0
3259,0.0
3260,4.0
3261,1.0
3262,9.0
3263,0.0
3264,0.0
3265,5.0
3266,0.0
3267,2.0
3268,4.0
3269,9.0
3270,4.0
3271,1.0
3272,8.0
3273,5.0
3274,0.0
3275,9.0
3276,7.0
3277,5.0
3278,0.0
3279,2.0
3280,9.0
3281,9.0
3282,5.0
3283,7.0
3284,5.0
3285,7.0
3286,9.0
3287,9.0
3288,1.0
3289,0.0
3290,7.0
3291,0.0
3292,5.0
3293,9.0
3294,0.0
3295,4.0
3296,2.0
3297,0.0
3298,3.0
3299,5.0
3300,1.0
3301,5.0
3302,0.0
3303,8.0
3304,3.0
3305,9.0
3306,5.0
3307,0.0
3308,0.0
3309,0.0
3310,0.0
3311,0.0
3312,0.0
3313,3.0
3314,5.0
3315,7.0
3316,0.0
3317,0.0
3318,5.0
3319,7.0
3320,4.0
3321,0.0
3322,0.0
3323,4.0
3324,9.0
3325,4.0
3326,8.0
3327,5.0
3328,9.0
3329,8.0
3330,0.0
3331,0.0
3332,9.0
3333,5.0
3334,2.0
3335,2.0
3336,4.0
3337,0.0
3338,1.0
3339,0.0
3340,9.0
3341,5.0
3342,2.0
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,9.0
3348,3.0
3349,3.0
3350,4.0
3351,3.0
3352,3.0
3353,2.0
3354,4.0
3355,0.0
3356,8.0
3357,9.0
3358,5.0
3359,4.0
3360,0.0
3361,2.0
3362,2.0
3363,5.0
3364,2.0
3365,2.0
3366,5.0
3367,0.0
3368,5.0
3369,8.0
3370,9.0
3371,0.0
3372,2.0
3373,9.0
3374,8.0
3375,2.0
3376,0.0
3377,0.0
3378,8.0
3379,2.0
3380,7.0
3381,0.0
3382,4.0
3383,7.0
3384,9.0
3385,2.0
3386,2.0
3387,9.0
3388,0.0
3389,0.0
3390,4.0
3391,0.0
3392,4.0
3393,0.0
3394,4.0
3395,7.0
3396,2.0
3397,0.0
3398,0.0
3399,9.0
3400,8.0
3401,0.0
3402,0.0
3403,5.0
3404,9.0
3405,8.0
3406,4.0
3407,5.0
3408,7.0
3409,9.0
3410,7.0
3411,0.0
3412,5.0
3413,0.0
3414,8.0
3415,4.0
3416,7.0
3417,5.0
3418,8.0
3419,9.0
3420,8.0
3421,8.0
3422,7.0
3423,1.0
3424,7.0
3425,0.0
3426,0.0
3427,0.0
3428,7.0
3429,4.0
3430,4.0
3431,5.0
3432,3.0
3433,3.0
3434,0.0
3435,3.0
3436,7.0
3437,3.0
3438,0.0
3439,4.0
3440,7.0
3441,9.0
3442,0.0
3443,7.0
3444,3.0
3445,2.0
3446,8.0
3447,9.0
3448,0.0
3449,0.0
3450,7.0
3451,5.0
3452,3.0
3453,2.0
3454,0.0
3455,0.0
3456,2.0
3457,4.0
3458,3.0
3459,7.0
3460,0.0
3461,3.0
3462,2.0
3463,4.0
3464,2.0
3465,8.0
3466,2.0
3467,5.0
3468,0.0
3469,4.0
3470,3.0
3471,9.0
3472,0.0
3473,7.0
3474,0.0
3475,1.0
3476,4.0
3477,8.0
3478,8.0
3479,2.0
3480,5.0
3481,4.0
3482,0.0
3483,8.0
3484,9.0
3485,2.0
3486,0.0
3487,0.0
3488,0.0
3489,5.0
3490,9.0
3491,0.0
3492,4.0
3493,0.0
3494,0.0
3495,2.0
3496,0.0
3497,4.0
3498,9.0
3499,0.0
3500,9.0
3501,1.0
3502,5.0
3503,5.0
3504,0.0
3505,8.0
3506,1.0
3507,0.0
3508,8.0
3509,3.0
3510,0.0
3511,9.0
3512,4.0
3513,9.0
3514,5.0
3515,3.0
3516,7.0
3517,8.0
3518,0.0
3519,0.0
3520,8.0
3521,2.0
3522,2.0
3523,0.0
3524,0.0
3525,0.0
3526,5.0
3527,9.0
3528,2.0
3529,7.0
3530,5.0
3531,0.0
3532,2.0
3533,8.0
3534,9.0
3535,0.0
3536,0.0
3537,8.0
3538,3.0
3539,0.0
3540,9.0
3541,7.0
3542,5.0
3543,7.0
3544,8.0
3545,7.0
3546,5.0
3547,8.0
3548,8.0
3549,3.0
3550,7.0
3551,7.0
3552,8.0
3553,0.0
3554,8.0
3555,2.0
3556,9.0
3557,3.0
3558,8.0
3559,3.0
3560,8.0
3561,5.0
3562,4.0
3563,5.0
3564,0.0
3565,5.0
3566,0.0
3567,9.0
3568,8.0
3569,9.0
3570,8.0
3571,4.0
3572,3.0
3573,0.0
3574,7.0
3575,4.0
3576,9.0
3577,7.0
3578,8.0
3579,7.0
3580,8.0
3581,4.0
3582,2.0
3583,8.0
3584,2.0
3585,0.0
3586,0.0
3587,8.0
3588,2.0
3589,8.0
3590,4.0
3591,9.0
3592,2.0
3593,5.0
3594,7.0
3595,0.0
3596,4.0
3597,5.0
3598,0.0
3599,8.0
3600,5.0
3601,2.0
3602,3.0
3603,0.0
3604,0.0
3605,7.0
3606,0.0
3607,0.0
3608,3.0
3609,7.0
3610,7.0
3611,9.0
3612,2.0
3613,5.0
3614,8.0
3615,5.0
3616,0.0
3617,8.0
3618,8.0
3619,5.0
3620,0.0
3621,3.0
3622,7.0
3623,5.0
3624,2.0
3625,5.0
3626,7.0
3627,5.0
3628,4.0
3629,3.0
3630,2.0
3631,0.0
3632,0.0
3633,5.0
3634,8.0
3635,0.0
3636,3.0
3637,0.0
3638,8.0
3639,5.0
3640,4.0
3641,9.0
3642,8.0
3643,1.0
3644,3.0
3645,8.0
3646,7.0
3647,9.0
3648,4.0
3649,4.0
3650,1.0
3651,9.0
3652,0.0
3653,4.0
3654,5.0
3655,4.0
3656,9.0
3657,0.0
3658,5.0
3659,7.0
3660,3.0
3661,9.0
3662,3.0
3663,5.0
3664,0.0
3665,9.0
3666,2.0
3667,9.0
3668,1.0
3669,1.0
3670,2.0
3671,3.0
3672,5.0
3673,4.0
3674,2.0
3675,7.0
3676,2.0
3677,0.0
3678,0.0
3679,9.0
3680,8.0
3681,8.0
3682,5.0
3683,9.0
3684,4.0
3685,0.0
3686,0.0
3687,0.0
3688,8.0
3689,2.0
3690,4.0
3691,8.0
3692,0.0
3693,5.0
3694,0.0
3695,2.0
3696,2.0
3697,1.0
3698,2.0
3699,0.0
3700,3.0
3701,3.0
3702,8.0
3703,4.0
3704,0.0
3705,2.0
3706,0.0
3707,7.0
3708,0.0
3709,4.0
3710,8.0
3711,7.0
3712,2.0
3713,5.0
3714,9.0
3715,9.0
3716,9.0
3717,0.0
3718,3.0
3719,4.0
3720,0.0
3721,7.0
3722,0.0
3723,5.0
3724,0.0
3725,9.0
3726,2.0
3727,9.0
3728,0.0
3729,2.0
3730,0.0
3731,4.0
3732,0.0
3733,0.0
3734,0.0
3735,0.0
3736,4.0
3737,7.0
3738,0.0
3739,2.0
3740,2.0
3741,8.0
3742,9.0
3743,2.0
3744,0.0
3745,7.0
3746,8.0
3747,5.0
3748,0.0
3749,3.0
3750,8.0
3751,9.0
3752,7.0
3753,0.0
3754,2.0
3755,9.0
3756,5.0
3757,8.0
3758,3.0
3759,3.0
3760,9.0
3761,0.0
3762,3.0
3763,4.0
3764,5.0
3765,0.0
3766,0.0
3767,8.0
3768,7.0
3769,4.0
3770,0.0
3771,4.0
3772,8.0
3773,0.0
3774,0.0
3775,0.0
3776,2.0
3777,2.0
3778,0.0
3779,5.0
3780,8.0
3781,5.0
3782,7.0
3783,5.0
3784,2.0
3785,7.0
3786,4.0
3787,4.0
3788,8.0
3789,4.0
3790,9.0
3791,3.0
3792,9.0
3793,2.0
3794,3.0
3795,5.0
3796,7.0
3797,0.0
3798,3.0
3799,0.0
3800,0.0
3801,7.0
3802,9.0
3803,5.0
3804,0.0
3805,0.0
3806,7.0
3807,0.0
3808,7.0
3809,3.0
3810,4.0
3811,0.0
3812,0.0
3813,7.0
3814,2.0
3815,5.0
3816,0.0
3817,0.0
3818,0.0
3819,0.0
3820,8.0
3821,5.0
3822,7.0
3823,2.0
3824,0.0
3825,0.0
3826,0.0
3827,0.0
3828,0.0
3829,9.0
3830,9.0
3831,0.0
3832,7.0
3833,3.0
3834,0.0
3835,8.0
3836,7.0
3837,0.0
3838,3.0
3839,0.0
3840,7.0
3841,7.0
3842,0.0
3843,0.0
3844,5.0
3845,0.0
3846,0.0
3847,0.0
3848,0.0
3849,9.0
3850,0.0
3851,9.0
3852,3.0
3853,4.0
3854,0.0
3855,0.0
3856,2.0
3857,5.0
3858,7.0
3859,4.0
3860,3.0
3861,0.0
3862,4.0
3863,9.0
3864,9.0
3865,8.0
3866,9.0
3867,5.0
3868,1.0
3869,7.0
3870,0.0
3871,7.0
3872,3.0
3873,8.0
3874,2.0
3875,9.0
3876,0.0
3877,0.0
3878,5.0
3879,4.0
3880,0.0
3881,7.0
3882,9.0
3883,0.0
3884,2.0
3885,4.0
3886,4.0
3887,0.0
3888,2.0
3889,8.0
3890,0.0
3891,0.0
3892,4.0
3893,0.0
3894,5.0
3895,3.0
3896,7.0
3897,5.0
3898,2.0
3899,9.0
3900,3.0
3901,0.0
3902,3.0
3903,0.0
3904,5.0
3905,9.0
3906,0.0
3907,0.0
3908,8.0
3909,0.0
3910,9.0
3911,9.0
3912,2.0
3913,2.0
3914,2.0
3915,8.0
3916,5.0
3917,9.0
3918,7.0
3919,7.0
3920,0.0
3921,4.0
3922,9.0
3923,9.0
3924,5.0
3925,0.0
3926,0.0
3927,0.0
3928,4.0
3929,0.0
3930,7.0
3931,0.0
3932,5.0
3933,2.0
3934,2.0
3935,0.0
3936,8.0
3937,8.0
3938,0.0
3939,0.0
3940,8.0
3941,8.0
3942,0.0
3943,0.0
3944,0.0
3945,4.0
3946,2.0
3947,3.0
3948,4.0
3949,0.0
3950,2.0
3951,0.0
3952,7.0
3953,5.0
3954,4.0
3955,3.0
3956,7.0
3957,0.0
3958,3.0
3959,5.0
3960,3.0
3961,5.0
3962,0.0
3963,2.0
3964,4.0
3965,8.0
3966,4.0
3967,8.0
3968,0.0
3969,0.0
3970,4.0
3971,5.0
3972,0.0
3973,1.0
3974,4.0
3975,3.0
3976,2.0
3977,4.0
3978,0.0
3979,0.0
3980,7.0
3981,3.0
3982,0.0
3983,0.0
3984,5.0
3985,0.0
3986,4.0
3987,9.0
3988,8.0
3989,5.0
3990,0.0
3991,2.0
3992,4.0
3993,5.0
3994,3.0
3995,9.0
3996,9.0
3997,4.0
3998,5.0
3999,0.0
4000,1.0
4001,3.0
4002,8.0
4003,0.0
4004,0.0
4005,0.0
4006,2.0
4007,2.0
4008,2.0
4009,9.0
4010,3.0
4011,5.0
4012,0.0
4013,5.0
4014,5.0
4015,5.0
4016,0.0
4017,0.0
4018,8.0
4019,3.0
4020,4.0
4021,5.0
4022,2.0
4023,9.0
4024,0.0
4025,7.0
4026,7.0
4027,5.0
4028,7.0
4029,0.0
4030,4.0
4031,2.0
4032,4.0
4033,9.0
4034,9.0
4035,0.0
4036,5.0
4037,0.0
4038,8.0
4039,5.0
4040,3.0
4041,7.0
4042,9.0
4043,9.0
4044,0.0
4045,2.0
4046,5.0
4047,8.0
4048,0.0
4049,7.0
4050,0.0
4051,9.0
4052,0.0
4053,0.0
4054,2.0
4055,5.0
4056,0.0
4057,5.0
4058,0.0
4059,9.0
4060,5.0
4061,8.0
4062,5.0
4063,2.0
4064,4.0
4065,3.0
4066,0.0
4067,0.0
4068,2.0
4069,2.0
4070,9.0
4071,0.0
4072,2.0
4073,0.0
4074,4.0
4075,7.0
4076,8.0
4077,8.0
4078,4.0
4079,7.0
4080,3.0
4081,2.0
4082,0.0
4083,0.0
4084,0.0
4085,5.0
4086,7.0
4087,0.0
4088,0.0
4089,5.0
4090,0.0
4091,0.0
4092,0.0
4093,9.0
4094,3.0
4095,0.0
4096,9.0
4097,0.0
4098,3.0
4099,5.0
4100,7.0
4101,8.0
4102,4.0
4103,5.0
4104,4.0
4105,0.0
4106,2.0
4107,9.0
4108,8.0
4109,9.0
4110,8.0
4111,3.0
4112,9.0
4113,9.0
4114,9.0
4115,1.0
4116,4.0
4117,2.0
4118,0.0
4119,2.0
4120,2.0
4121,8.0
4122,0.0
4123,9.0
4124,5.0
4125,0.0
4126,3.0
4127,7.0
4128,2.0
4129,7.0
4130,4.0
4131,1.0
4132,0.0
4133,8.0
4134,0.0
4135,0.0
4136,2.0
4137,3.0
4138,0.0
4139,2.0
4140,5.0
